,Compound,Followers,Handle,Id,Language,Name,Search Term,Text,Time Stamp,negative,neutral,positive,Date
0,0.0,24,Financial_Info,1010222179101954048,en,Financial Info Inc,Rite Aid Corp,RITE AID CORP: COM - NYSE: RAD - MERGER PROPOSED https://t.co/xdvrCBR5QB,2018-06-22 18:05:11+00:00,0.0,1.0,0.0,2018-06-19
1,0.0,99,rickkystocks1,1010493178875482112,en,Rickkystocks,Bank of America Corp,Bank of America Corp. $BAC Stock Live Analysis 12-12-2016 #share https://t.co/ojy2cocktr,2018-06-23 12:02:02+00:00,0.0,1.0,0.0,2018-06-19
2,-0.0258,89,LakkisElias,1009185618189062144,en,Elias Lakkis,Bank of America Corp,"BofA's Merrill admits misleading customers, to pay $42 million SEC fine

From https://t.co/kFdvv8ZglE

Bank of Amer… https://t.co/C291ljzknB",2018-06-19 21:26:15+00:00,0.194,0.616,0.19,2018-06-19
3,0.5719,334,JTBAPO,1009123361413267456,en,JTB-APO,Bank of America Corp,"Thank you to our volunteers from Bank of America, Exelon Corp and Walmart for helping us kick off the first day of… https://t.co/SbfFlGplPc",2018-06-19 17:18:52+00:00,0.0,0.817,0.183,2018-06-19
4,-0.5423,1839,ChrissaFxTrader,1009019356477616128,en,No Loss Fx Strategy,Bank of America Corp,No Loss Forex Trading EA Algorithmic Strategy https://t.co/MrHIPqrwkv,2018-06-19 10:25:35+00:00,0.429,0.571,0.0,2018-06-19
5,-0.5574,1,InvestMib,1008702584608174080,en,InvestMib,Bank of America Corp,Merrill Lynch reviewing ban on commissions-paying retirement accounts: NEW YORK (Reuters) - The head of Bank of Ame… https://t.co/0gFwD0IL35,2018-06-18 13:26:51+00:00,0.175,0.825,0.0,2018-06-19
6,-0.5574,1840,naveenjhajhria_,1008636114708639744,en,नवीन झाझड़िया 💯🔁,Bank of America Corp,Just Stop Worrying Already and Buy Bank of America Corp Stock #bac https://t.co/pGBBbBmXgi,2018-06-18 09:02:43+00:00,0.295,0.705,0.0,2018-06-19
7,-0.1531,624,kontizil,1008590497575768064,en,kontizil de kont,Bank of America Corp,Just Stop Worrying Already and Buy Bank of America Corp Stock #bac https://t.co/uZQCPOKGjt - Share your top content… https://t.co/hTr8VpwcCb,2018-06-18 06:01:27+00:00,0.204,0.619,0.177,2018-06-19
8,0.2716,267,kissnboots,1007942088573571072,en,Gabrielle ,Bank of America Corp,The world economy’s most important week of the year? That’s what Bank of America Corp. strategists asked clients in… https://t.co/fN6WpAT0AD,2018-06-16 11:04:55+00:00,0.0,0.901,0.099,2018-06-19
9,0.0,11,ParanormalSally,1007894316109291520,en,Paranormal,Bank of America Corp,"Bank of America’s loan to Remington tests its firearms pledge: WILMINGTON, Del./NEW YORK (Reuters) – Bank of Americ… https://t.co/m8IymBuhHl",2018-06-16 07:55:05+00:00,0.0,1.0,0.0,2018-06-19
10,-0.5574,308,jbrumley,1007641142999937024,en,James Brumley,Bank of America Corp,Just Stop Worrying Already and Buy Bank of America Corp Stock https://t.co/w1Kmh4Gg9P https://t.co/hHjBb0meef,2018-06-15 15:09:04+00:00,0.295,0.705,0.0,2018-06-19
11,0.0,147,patrickdsouza14,1010816282453655552,en,"Patrick D'souza, Content writer, Clixpert",General Electric Company,@laurakayl #Trump doesn't know what he's doing. Running a country is different from running a company. You can't gr… https://t.co/uW4QHOnruS,2018-06-24 09:25:56+00:00,0.0,1.0,0.0,2018-06-19
12,0.4215,0,MICHAELARUTT,1010496070399463424,en,Michael Rutt,General Electric Company,Opportunity rings once folks. Grab it. Government Contracts. FORD MOTOR COMPANY 115 YEARS GENERAL ELECTRIC 110 YEAR… https://t.co/Se9nunPSFz,2018-06-23 12:13:31+00:00,0.0,0.859,0.141,2018-06-19
13,0.0,43,francismufambi,1010483779134279680,en,Francis Gava Mufambi,General Electric Company,"*Bulawayo Presidential Rally*

Despite the existence of ZIDERA Act the signals coming from Washington are positive.… https://t.co/jSnJYcN3qM",2018-06-23 11:24:41+00:00,0.0,1.0,0.0,2018-06-19
14,0.0,2177,edhasmyvote,1010483403211333633,en,EDhasMYVOTE,General Electric Company,"*Bulawayo Presidential Rally*

Despite the existence of ZIDERA Act the signals coming from Washington are positive.… https://t.co/7wjb8JtTA2",2018-06-23 11:23:11+00:00,0.0,1.0,0.0,2018-06-19
